url,description
https://hcp.merckgroup.com/ar-es/medinfo/cookie-policy.html,test
https://hcp.merckgroup.com/ar-es/medinfo/home.html,test
https://hcp.merckgroup.com/ar-es/medinfo/privacy-policy.html,test
https://hcp.merckgroup.com/ar-es/medinfo/search.html,test
https://hcp.merckgroup.com/ar-es/medinfo.html,test
https://hcp.merckgroup.com/at-de/endocrinology-public.html,test
https://hcp.merckgroup.com/at-de/endocrinology-public/fertility-public.html,test
https://hcp.merckgroup.com/at-de/endocrinology-public/fertility-public/public-login.html,test
https://hcp.merckgroup.com/at-de/endocrinology-public/fertility-public/public-login/cetrotide-video.html,test
https://hcp.merckgroup.com/at-de/endocrinology-public/fertility-public/public-login/gonal-f-video.html,test
https://hcp.merckgroup.com/be-fr.html,test
https://hcp.merckgroup.com/be-fr/legal-imprint.html,test
https://hcp.merckgroup.com/be-fr/oneciamhandler.html,test
https://hcp.merckgroup.com/be-fr/privacy-policy.html,test
https://hcp.merckgroup.com/be-fr/privacy-statement.html,test
https://hcp.merckgroup.com/be-fr/neurology.html,test
https://hcp.merckgroup.com/be-fr/neurology/download-center.html,test
https://hcp.merckgroup.com/be-fr/neurology/download-center/videos.html,test
https://hcp.merckgroup.com/be-fr/neurology/mavenclad.html,test
https://hcp.merckgroup.com/be-fr/neurology/rebif.html,test
https://hcp.merckgroup.com/be-fr/neurology/pi.html,test
https://hcp.merckgroup.com/be-nl.html,test
https://hcp.merckgroup.com/be-nl/privacy-policy.html,test
https://hcp.merckgroup.com/be-nl/privacy-statement.html,test
https://hcp.merckgroup.com/be-nl/search.html,test
https://hcp.merckgroup.com/be-nl/terms-of-use.html,test
https://hcp.merckgroup.com/be-nl/neurology.html,test
https://hcp.merckgroup.com/be-nl/neurology/about.html,test
https://hcp.merckgroup.com/be-nl/neurology/download-center.html,test
https://hcp.merckgroup.com/be-nl/neurology/pi.html,test
https://hcp.merckgroup.com/be-nl/neurology/rebif.html,test
https://hcp.merckgroup.com/be-nl/neurology/search.html,test
https://hcp.merckgroup.com/ci-fr.html,test
https://hcp.merckgroup.com/ci-fr/privacy-policy.html,test
https://hcp.merckgroup.com/ci-fr/search.html,test
https://hcp.merckgroup.com/ci-fr/terms-of-use.html,test
https://hcp.merckgroup.com/ci-fr/cme.html,test
https://hcp.merckgroup.com/ci-fr/cme/emc2.html,test
https://hcp.merckgroup.com/ci-fr/cme/nos-medicaments.html,test
https://hcp.merckgroup.com/ci-fr/cme/webinaire.html,test
https://hcp.merckgroup.com/ci-fr/fertility.html,test
https://hcp.merckgroup.com/ci-fr/fertility/drugs.html,test
https://hcp.merckgroup.com/ci-fr/fertility/drugs/Cetrotide.html,test
https://hcp.merckgroup.com/ci-fr/fertility/drugs/ovitrelle.html,test
https://hcp.merckgroup.com/ci-fr/fertility/drugs/gonal-f.html,test
https://hcp.merckgroup.com/cl-es.html,test
https://hcp.merckgroup.com/cl-es/cookie-policy.html,test
